description,budget,average_cast_pop,genre,director,success_label
"After graduating from film school, Aura returns to New York to live with her photographer mother, Siri, and her sister, Nadine, who has just finished high school. Aura is directionless and wonders where to go next in her career and her life. She takes a job in a restaurant and tries unsuccessfully to develop relationships with men, including Keith, a chef where she works, and cult Internet star Jed. [{'id': 1156, 'name': 'sister sister relationship'}, {'id': 10556, 'name': 'male female relationship'}, {'id': 10707, 'name': 'mother daughter relationship'}, {'id': 41214, 'name': 'youtube'}, {'id': 187056, 'name': 'woman director'}]",65000,0.0,Romance,Lena Dunham,flop
"An exiled detective is recruited to solve a series of mysterious deaths that threaten to delay the inauguration of Empress Wu. [{'id': 703, 'name': 'detective'}, {'id': 15036, 'name': 'ancient china'}, {'id': 15038, 'name': 'secret plot'}, {'id': 15039, 'name': 'chinese emperor'}]",13000000,0.0,Action,Tsui Hark,above average
"A rich and successful lawyer named Counselor is about to get married to his fiancée but soon meets up with the middle-man known as Westray who tells him his drug trafficking plan has taken a horrible twist and now he must protect himself and his soon bride-to-be lover as the truth of the drug business uncovers and targets become chosen. [{'id': 496, 'name': 'poetry'}, {'id': 10909, 'name': 'lawyer'}, {'id': 13037, 'name': 'drug smuggling'}, {'id': 18230, 'name': 'drug trafficking'}, {'id': 183185, 'name': 'red dress'}]",25000000,0.0,Thriller,Ridley Scott,above average
"A loan recovery agent takes on a corrupt head of an educational institution to save his girlfriend.​ [{'id': 166539, 'name': 'loan officer'}, {'id': 221396, 'name': 'mass hero'}]",0,0.0,Action,Bharathan,below average
"In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked U-boat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'. [{'id': 339, 'name': 'submarine'}, {'id': 1956, 'name': 'world war ii'}, {'id': 6790, 'name': 'north atlantic'}, {'id': 10364, 'name': 'mission'}]",62000000,0.0,Action,Jonathan Mostow,hit
"A high-school gym teacher has big plans for the summer, but is forced to cancel them to teach a ""bonehead"" English class for misfit goof-off students. Fortunately, his unconventional brand of teaching fun field trips begins to connect with them, and even inspires ardor in some. [{'id': 6270, 'name': 'high school'}, {'id': 9789, 'name': 'misfit'}, {'id': 10508, 'name': 'teacher'}, {'id': 10873, 'name': 'school'}, {'id': 11870, 'name': 'teen movie'}, {'id': 13088, 'name': 'summer'}, {'id': 13130, 'name': 'teenager'}, {'id': 161266, 'name': 'teaching'}, {'id': 208721, 'name': 'summer school'}]",0,0.0,Comedy,Carl Reiner,average
"In 1997, the island of Manhattan has been walled off and turned into a giant maximum security prison within which the country's worst criminals are left to form their own anarchic society. However, when the President of the United States crash lands on the island, the authorities turn to a former soldier and current convict, Snake Plissken, to rescue him. [{'id': 444, 'name': 'taxi'}, {'id': 542, 'name': 'street gang'}, {'id': 840, 'name': 'usa president'}, {'id': 1543, 'name': 'war veteran'}, {'id': 1562, 'name': 'hostage'}, {'id': 1930, 'name': 'kidnapping'}, {'id': 2019, 'name': 'liberation of prisoners'}, {'id': 2095, 'name': 'anti hero'}, {'id': 3149, 'name': 'gangster boss'}, {'id': 4565, 'name': 'dystopia'}, {'id': 4668, 'name': 'police operation'}, {'id': 5034, 'name': 'attempt to escape'}, {'id': 12190, 'name': 'cyberpunk'}, {'id': 217083, 'name': 'reluctant hero'}]",6000000,0.0,Science Fiction,John Carpenter,above average
"An adolescent girl, living with her mother and her grandmother, will have her first sexual experiences in a heavy and excessive way. [{'id': 570, 'name': 'rape'}, {'id': 704, 'name': 'adolescence'}, {'id': 10707, 'name': 'mother daughter relationship'}]",0,0.0,Drama,Luca Guadagnino,flop
"After another deadly shark attack, Ellen Brody decides she has had enough of New England's Amity Island and moves to the Caribbean to join her son, Michael, and his family. But a great white shark has followed her there, hungry for more lives. [{'id': 2988, 'name': 'shark attack'}, {'id': 3345, 'name': 'bahamas'}, {'id': 3737, 'name': 'dying and death'}, {'id': 5160, 'name': 'aggression by animal'}, {'id': 9663, 'name': 'sequel'}, {'id': 9748, 'name': 'revenge'}, {'id': 14785, 'name': 'underwater'}, {'id': 15097, 'name': 'shark'}, {'id': 15098, 'name': 'great white shark'}, {'id': 158130, 'name': 'animal attack'}, {'id': 167861, 'name': 'caribbean'}, {'id': 207317, 'name': 'christmas'}, {'id': 227106, 'name': 'banana boat'}]",23000000,0.0,Adventure,Joseph Sargent,above average
"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer – and unexpectedly falling in love. [{'id': 246, 'name': 'dancing'}, {'id': 572, 'name': 'sex'}, {'id': 612, 'name': 'hotel'}, {'id': 642, 'name': 'robbery'}, {'id': 1156, 'name': 'sister sister relationship'}, {'id': 1342, 'name': 'dancing master'}, {'id': 1343, 'name': 'mambo'}, {'id': 1346, 'name': 'dance performance'}, {'id': 5600, 'name': 'daughter'}, {'id': 5767, 'name': 'summer camp'}, {'id': 7879, 'name': 'secret love'}, {'id': 10791, 'name': 'teenage crush'}, {'id': 13005, 'name': 'doctor'}, {'id': 14514, 'name': 'class differences'}, {'id': 14751, 'name': 'youth'}, {'id': 33694, 'name': 'family holiday'}, {'id': 41260, 'name': 'sensuality'}, {'id': 173490, 'name': 'unwanted pregnancy'}, {'id': 200129, 'name': 'summer romance'}, {'id': 208591, 'name': 'abortion'}, {'id': 226861, 'name': 'catskill resort'}]",6000000,0.0,Drama,Emile Ardolino,hit
"The second film from British director Guy Ritchie. Snatch tells an obscure story similar to his first fast-paced crazy character-colliding filled film “Lock, Stock and Two Smoking Barrels.” There are two overlapping stories here – one is the search for a stolen diamond, and the other about a boxing promoter who’s having trouble with a psychotic gangster. [{'id': 394, 'name': 'gypsy'}, {'id': 397, 'name': 'bare knuckle boxing'}, {'id': 398, 'name': 'slang'}, {'id': 900, 'name': 'trailer park'}, {'id': 4931, 'name': 'pig'}, {'id': 6075, 'name': 'sport'}, {'id': 7155, 'name': 'receiving of stolen goods'}, {'id': 11362, 'name': 'cockney accent'}, {'id': 33461, 'name': 'diamond'}, {'id': 227892, 'name': 'pikey'}]",10000000,0.0,Thriller,Guy Ritchie,above average
"Dave is a married man with two kids and a loving wife , and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain when lightning strikes, they switch bodies. [{'id': 931, 'name': 'jealousy'}, {'id': 3817, 'name': 'chance'}, {'id': 4896, 'name': 'wish'}, {'id': 6223, 'name': 'change'}, {'id': 14521, 'name': 'man change'}, {'id': 14522, 'name': 'co-worker'}, {'id': 33721, 'name': 'body-swap'}]",52000000,0.0,Comedy,David Dobkin,above average
"The story of Venezuelan revolutionary, Ilich Ramirez Sanchez, who founded a worldwide terrorist organization and raided the OPEC headquarters in 1975 before being caught by the French police. [{'id': 1419, 'name': 'gun'}, {'id': 7336, 'name': 'car bomb'}, {'id': 11162, 'name': 'miniseries'}, {'id': 13015, 'name': 'terrorism'}, {'id': 18232, 'name': 'opec'}, {'id': 18233, 'name': 'hostage situation'}, {'id': 18263, 'name': 'revolutionary'}]",18000000,0.0,Crime,Olivier Assayas,flop
"When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town. [{'id': 798, 'name': 'sheriff'}, {'id': 6625, 'name': 'family secrets'}, {'id': 168713, 'name': 'neo-western'}, {'id': 193282, 'name': 'dark secrets'}]",5000000,0.0,Drama,John Sayles,below average
"A look at the work of two stand-up comics, Jerry Seinfeld and a lesser-known newcomer, detailing the effort and frustration behind putting together a successful act and career while living a life on the road. [{'id': 3485, 'name': 'comedian'}, {'id': 9716, 'name': 'stand-up comedy'}]",0,0.0,Comedy,Christian Charles,flop
"Captures a generational moment - young people on the cusp of truly growing up, tiring of their reflexive cynicism, each in their own ways struggling to connect and define what it means to love and be loved. Six New Yorkers juggle love, friendship, and the keenly challenging specter of adulthood. Sam Wexler is a struggling writer who's having a particularly bad day. When a young boy gets separated from his family on the subway, Sam makes the questionable decision to bring the child back to his apartment and thus begins a rewarding, yet complicated, friendship. Sam's life revolves around his friends — Annie, whose self-image keeps her from commitment; Charlie and Mary Catherine, a couple whose possible move to Los Angeles tests their relationship; and Mississippi, a cabaret singer who catches Sam's eye. [{'id': 10183, 'name': 'independent film'}, {'id': 11336, 'name': 'young boy'}]",0,0.0,Comedy,Josh Radnor,flop
"A young Oxford academic and his attorney girlfriend holiday on Antigua. They bump into a Russian millionaire who owns a peninsula and a diamond watch. He wants a game of tennis. What else he wants propels the lovers on a tortuous journey to the City of London and its unholy alliance with Britain's intelligence establishment, to Paris and the Alps. [{'id': 818, 'name': 'based on novel'}, {'id': 187056, 'name': 'woman director'}]",0,0.0,Thriller,Susanna White,flop
"A woman escapes from the man who is about to rape her, but leaves her purse behind. Afraid that her attacker might come after her, she goes to the police, but with no proof of the incident, they can do nothing. In fact, the man does use the information in her bag and comes to her apartment with the intent of rape, but she sprays him in the face with insect repellent, and then holds him captive. She is then faced with deciding whether to go to the police who might not believe her and release him, or to kill him. [{'id': 2483, 'name': 'nudity'}, {'id': 2539, 'name': 'harassment'}, {'id': 9748, 'name': 'revenge'}, {'id': 9937, 'name': 'suspense'}, {'id': 10735, 'name': 'rape attempt'}, {'id': 13006, 'name': 'torture'}, {'id': 170468, 'name': 'grave digging'}, {'id': 187236, 'name': 'submission'}, {'id': 228402, 'name': 'defenseless woman'}, {'id': 228403, 'name': 'police inaction'}]",0,0.0,Drama,Robert M. Young,below average
"Greg Focker is ready to marry his girlfriend, Pam, but before he pops the question, he must win over her formidable father, humorless former CIA agent Jack Byrnes, at the wedding of Pam's sister. As Greg bends over backward to make a good impression, his visit to the Byrnes home turns into a hilarious series of disasters, and everything that can go wrong does, all under Jack's critical, hawklike gaze. [{'id': 591, 'name': 'cia'}, {'id': 822, 'name': 'airport'}, {'id': 977, 'name': 'cat'}, {'id': 2606, 'name': 'jew'}, {'id': 3454, 'name': 'orderly'}, {'id': 3800, 'name': 'airplane'}, {'id': 4604, 'name': 'father-in-law'}, {'id': 5599, 'name': 'epistaxis'}, {'id': 5600, 'name': 'daughter'}, {'id': 5601, 'name': 'lost baggage'}, {'id': 5602, 'name': 'urn'}, {'id': 5604, 'name': 'pavilion'}, {'id': 5605, 'name': 'volleyball'}, {'id': 11612, 'name': 'hospital'}, {'id': 13027, 'name': 'wedding'}]",55000000,0.0,Comedy,Jay Roach,hit
"The journey of Javier, the obese Sad Clown, starts during his childhood in the midst of the Spanish civil war in 1937. His father, one of Spain’s most prominent jesters, is detained and tortured by the fascist regime. [{'id': 255, 'name': 'male nudity'}, {'id': 733, 'name': 'dancer'}, {'id': 1550, 'name': 'militia'}, {'id': 2483, 'name': 'nudity'}, {'id': 3199, 'name': 'clown'}, {'id': 9748, 'name': 'revenge'}, {'id': 10123, 'name': 'dark comedy'}, {'id': 15093, 'name': 'smashed head'}, {'id': 15094, 'name': 'mad'}, {'id': 15095, 'name': 'revenge motive'}, {'id': 15096, 'name': 'clown shoes'}, {'id': 157291, 'name': 'narcissism'}, {'id': 157292, 'name': 'manipulative lover'}, {'id': 160840, 'name': 'dream sequence'}, {'id': 230896, 'name': 'circus performer'}]",7000000,0.0,Action,Álex de la Iglesia,flop
"War Inc. is set in the future, when the fictional desert country of Turaqistan is torn by a riot after a private corporation, Tamerlane, owned by the former Vice President of the United States, has taken over the whole country. Brand Hauser, a hit man who suppresses his emotions by gobbling down hot sauce, is hired by the corporation's head to kill the CEO of their competitors. [{'id': 2708, 'name': 'hitman'}, {'id': 169086, 'name': 'political satire'}]",5000000,0.0,Action,Joshua Seftel,flop
"Friends hatch a plot to retrieve a stolen cat by posing as drug dealers for a street gang. [{'id': 2708, 'name': 'hitman'}, {'id': 3688, 'name': 'strip club'}, {'id': 12532, 'name': 'african american'}, {'id': 13142, 'name': 'gangster'}, {'id': 15483, 'name': 'car chase'}, {'id': 156143, 'name': 'kitten'}, {'id': 167541, 'name': 'buddy comedy'}, {'id': 208009, 'name': 'gun fight'}, {'id': 227198, 'name': 'stolen pet'}, {'id': 227201, 'name': 'designer drug'}]",15000000,0.0,Action,Peter Atencio,below average
"Sylvester Stallone is fighting the odds again, this time in the wrestling ring. As Cosmo Carboni, he and his two brothers dream of getting out of Hell's Kitchen (circa 1946) and into the big time. The exit signs point to Paradise Alley, a sleazy private club where the floorshow consists of raucous wrestling matches with big purses. Stallone not only starred in and wrote this action-packed film, he also made his directorial debut in this tale of three guys who could take anything Hell's Kitchen could dish out. [{'id': 246, 'name': 'dancing'}, {'id': 380, 'name': 'brother brother relationship'}, {'id': 549, 'name': 'prostitute'}, {'id': 1445, 'name': 'ice'}, {'id': 2348, 'name': 'hustler'}, {'id': 2394, 'name': 'ghetto'}, {'id': 6075, 'name': 'sport'}, {'id': 8442, 'name': 'irish mob'}, {'id': 11590, 'name': 'italian american'}, {'id': 15149, 'name': 'monkey'}, {'id': 41267, 'name': 'bum'}, {'id': 156153, 'name': 'ice cream'}, {'id': 156158, 'name': 'racial slur'}, {'id': 156191, 'name': 'arm wrestling'}, {'id': 156192, 'name': 'gentle giant'}, {'id': 156193, 'name': 'ice block'}, {'id': 156195, 'name': 'family feud'}, {'id': 156196, 'name': 'street life'}, {'id': 156197, 'name': 'cripple'}, {'id': 156198, 'name': 'iceman'}]",0,0.0,Action,Sylvester Stallone,flop
