id,budget,imdb_id,original_language,original_title,overview,popularity,release_date,runtime,status,tagline,title,revenue,genres_extracted,keywords_extracted,top_cast,directors,production_companies_extracted,production_countries_extracted,spoken_languages_extracted,collection_name
1657,18000000.0,tt2112124,hi,Chennai Express,"Rahul embarks on a journey to a small town in Tamil Nadu to fulfill the last wish of his grandfather: to have his ashes immersed in the Holy water of Rameshwaram. En route, he meets a woman hailing from a unique family down South. As they find love through this journey in the exuberant lands of South India, an unanticipated drive awaits them.",4.19356,2013-08-09,141.0,Released,Ready... Steady... Po!,Chennai Express,62000000,"Romance, Comedy, Action","grandfather, romantic rivalry, train ride, bollywood, ashes, tamil, tollywood, rameshwaram, masala, south india","Shah Rukh Khan, Deepika Padukone, Nikitin Dheer",Rohit Shetty,"UTV Motion Pictures, Red Chillies Entertainment",India,"हिन्दी, தமிழ்",
1658,12500000.0,tt1826590,en,About Last Night,"A modern reimagining of the classic romantic comedy, this contemporary version closely follows new love for two couples as they journey from the bar to the bedroom and are eventually put to the test in the real world.",9.543004,2014-02-14,100.0,Released,It's about compromise. It's about love. It's about a good wingman.,About Last Night,49002684,"Comedy, Romance",duringcreditsstinger,"Kevin Hart, Michael Ealy, Regina Hall",Steve Pink,"Screen Gems, Inc., Rainforest Films, Olive Bridge Entertainment",United States of America,English,
1659,16000000.0,tt0816545,en,Kabluey,"Leslie is left with few options when her husband is sent back to war in the Middle East. A modest amount of help arrives in the form of his brother, Salman, who is less than prepared to care for the couple's two preadolescent boys. When Leslie still can't make ends meet on her own, Salman is forced to find employment, but, with minimal qualifications, his only option is to become a mascot for a digital company by donning a bulbous blue costume.",1.773963,2007-06-25,86.0,Released,Every family has a black sheep. This one is blue.,Kabluey,83398,"Comedy, Drama","mascot, job, independent film","Lisa Kudrow, Christine Taylor, Scott Prendergast",Scott Prendergast,Whitewater Films,United States of America,English,
1660,20000000.0,tt0083542,en,Alone in the Dark,A quartet of murderous psychopaths break out of a mental hospital during a power blackout and lay siege to their doctor's house.,1.057387,1982-11-12,93.0,Released,Too frightened to breathe...,Alone in the Dark,8178569,"Horror, Thriller","nudity, blackout, siege, revenge, murder, independent film, escape, mental institution, maniac, mental illness, meat cleaver, escaped mental patient, mailman","Jack Palance, Donald Pleasence, Martin Landau",Jack Sholder,"New Line Cinema, Masada Productions",United States of America,"English, Español",
1661,4000000.0,tt0053125,en,North by Northwest,"Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase.",12.410427,1959-07-07,136.0,Released,It's a deadly game of 'tag' and Cary Grant is 'it'...,North by Northwest,13275000,"Mystery, Thriller","assassination, spy, mount rushmore national memorial, mistaken identity, on the run, fugitive, espionage, advertising, framed, government agent","Cary Grant, Eva Marie Saint, James Mason",Alfred Hitchcock,Metro-Goldwyn-Mayer (MGM),United States of America,English,
1662,14000000.0,tt0083169,fr,Taps,Military cadets take extreme measures to insure the future of their academy when its existence is threatened by local condo developers.,5.355452,1981-12-20,126.0,Released,"This school is our home, we think it's worth defending.",Taps,35856053,Drama,"gun, cadet, military academy, hostile takeover, teenager fighting adult, die hard scenario, last stand, military school, older man younger man relationship, military funeral","George C. Scott, Timothy Hutton, Ronny Cox",Harold Becker,Twentieth Century Fox Film Corporation,United States of America,English,
1663,360000.0,tt0061420,en,The Born Losers,A ruthless motorcycle gang rides into a California town and terrorizes its denizens.,1.345165,1967-08-18,113.0,Released,An innocent girl is first prize in the dirtiest game ever played!,The Born Losers,36000000,"Action, Drama","group sex, biker, motor sport, independent film","Tom Laughlin, Elizabeth James, Jeremy Slate",Tom Laughlin,"Fanfare Films, American International Productions, Otis Productions",United States of America,English,Billy Jack Collection
1664,25000000.0,tt0089469,en,Legend,"Set in a timeless mythical forest inhabited by fairies, goblins, unicorns and mortals, this fantastic story follows a mystical forest dweller, chosen by fate, to undertake a heroic quest. He must save the beautiful Princess Lily and defeat the demonic Lord of Darkness, or the world will be plunged into a never-ending ice age.",10.932786,1985-07-19,94.0,Released,There may never be another dawn.,Legend,15502112,"Adventure, Fantasy",gump,"Tom Cruise, Mia Sara, Tim Curry",Ridley Scott,"Universal Studios, Twentieth Century Fox Film Corporation, Embassy International Pictures, Legend Production Company","United States of America, United Kingdom","English, Italiano",
1665,48000000.0,tt0230030,en,Bedazzled,"Elliot Richardson, suicidal techno geek, is given seven wishes to turn his life around when he meets up with a very seductive Satan. The catch: his soul. Some of his wishes include a 7 foot basketball star, a rock star, and a hamburger. But, as could be expected, the Devil must put her own little twist on each his fantasies.",8.781588,2000-10-19,93.0,Released,Meet the Devil. She's giving Elliott seven wishes. But not a chance in Hell.,Bedazzled,90383208,"Fantasy, Comedy, Romance","love of one's life, wish, sale of soul, pact with the devil, demon, teuflisch","Elizabeth Hurley, Brendan Fraser, Frances O'Connor",Harold Ramis,"Twentieth Century Fox Film Corporation, Regency Enterprises, KirchMedia",United States of America,"English, Pусский, Español",
1666,16400000.0,tt0097165,en,Dead Poets Society,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",19.905716,1989-06-02,129.0,Released,He was their inspiration. He made their lives extraordinary.,Dead Poets Society,235860116,Drama,"individual, philosophy, poetry, shakespeare, professor, literature, friendship, filmes focados em um professor","Robin Williams, Ethan Hawke, Robert Sean Leonard",Peter Weir,"Touchstone Pictures, Silver Screen Partners IV",United States of America,English,
1667,18000000.0,tt0109707,en,Ed Wood,"The mostly true story of the legendary worst director of all time, who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.",11.720358,1994-09-27,127.0,Released,"When it came to making bad movies, Ed Wood was the best.",Ed Wood,5887457,"Comedy, Drama, History","individual, taxi, transsexuality, fortune teller, film business, film making, film producer, vororte, film maker, boxer, film director, oddball, celebrity, morphine, movie studio, los angeles, drug addict, cult director, theremin, handgun, trick or treating, actor, transvestite","Johnny Depp, Martin Landau, Sarah Jessica Parker",Tim Burton,Touchstone Pictures,United States of America,English,
1668,16000000.0,tt0041959,en,The Third Man,"Set in postwar Vienna, Austria, The Third Man stars Joseph Cotten as Holly Martins, a writer of pulp Westerns, who arrives penniless as a guest of his childhood chum Harry Lime, only to find him dead. Martins develops a conspiracy theory after learning of a third man present at the time of Harry's death, running into interference from British officer Maj. Calloway and falling head-over-heels for Harry's grief-stricken lover, Anna.",8.513889,1949-08-31,104.0,Released,Hunted by men ... Sought by WOMEN!,The Third Man,596349,"Thriller, Mystery","austria, cemetery, famous score, black market, soviet troops, prater, british army, postwar period, occupying power, staged death, cover-up, romance, suspense, sewer, brit noir, amusement park, ferris wheel, film noir, vienna, zither, evasion","Joseph Cotten, Alida Valli, Orson Welles",Carol Reed,"London Film Productions, British Lion Film Corporation, The Criterion Collection",United Kingdom,"English, Pусский, Deutsch",
1669,700000.0,tt0110057,en,Hoop Dreams,"This documentary follows two inner-city Chicago residents, Arthur Agee and William Gates, as they follow their dreams of becoming basketball superstars. Beginning at the start of their high school years, and ending almost 5 years later, as they start college, we watch the boys mature into men, still retaining their Hoop Dreams.",9.47666,1994-09-12,171.0,Released,An Extraordinary True Story.,Hoop Dreams,7830611,Documentary,"chicago, sports team, ghetto, narration, college, sport, basketball, high school sports, independent film, inner city, high school student","William Gates, Arthur Agee, Steve James",Steve James,"Fine Line Features, Kartemquin Films",United States of America,English,
1670,2000000.0,tt1780762,es,Aftershock,Mayhem and death follow when an earthquake traps a group of tourists in a Chilean town.,8.367858,2012-09-12,89.0,Released,The only thing more terrifying than Mother Nature is human nature.,Aftershock,58510,"Horror, Thriller","rape, earthquake, natural disaster, tsunami","Eli Roth, Andrea Osv√°rt, Ariel Levy",Nicol√°s L√≥pez,"Cross Creek Pictures, Dragonfly Entertainment, Vertebra Films, Sobras Producciones","Chile, United States of America","English, Español",
1671,20000000.0,tt1228987,en,Let Me In,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie ‚ÄúLet The Right One In‚Äù which was an adaptation of a book.,11.11946,2010-10-01,116.0,Released,Innocence dies. Abby doesn't.,Let Me In,24145613,"Drama, Horror, Mystery","vampire, child vampire, remake, bully, young boy, biting, dead boy, hammer horror, 1980s","Kodi Smit-McPhee, Chlo√´ Grace Moretz, Richard Jenkins",Matt Reeves,"Hammer Film Productions, EFTI, Exclusive Media Group, Overture Films","United Kingdom, United States of America",English,
1672,15000000.0,tt0115963,en,The Craft,"A Catholic school newcomer falls in with a clique of teen witches who wield their powers against all who dare to cross them -- be they teachers, rivals or meddlesome parents.",12.860385,1996-05-03,101.0,Released,Welcome to the witching hour.,The Craft,24769466,"Drama, Fantasy, Horror, Thriller","witch, suicide attempt, puberty, magic, black magic, sorcery, female friendship, teenager, hair loss, outsider, occult ritual, karma, newcomer, love spell","Robin Tunney, Fairuza Balk, Neve Campbell",Andrew Fleming,Columbia Pictures,United States of America,English,
